keypoints,calibrated_keypoints,id,is_bad
"[None None None None None None None None None None None None None None
 None None array([263.93299707, 366.4813458 ])
 array([236.22316704, 136.59198213]) array([807.33348261, 345.9511658 ])
 array([554.57010415, 131.38609396]) array([559.50764589, 264.36768692])
 array([484.34958699, 171.22333809]) array([707.19240718, 260.94368895])
 array([599.42688932, 169.46399667]) array([626.2343522 , 133.41440087])
 array([671.20313516, 164.82843392]) array([626.2343522, 192.220241 ])
 array([668.41248533, 228.02429703]) None
 array([511.28114713,  94.63908484]) None None None None None None None
 None None None None None None None None None None None None None
 array([149.48057069, 220.97600553]) array([251.69753802, 261.79280651])
 array([241.9637772 , 183.15631184]) array([152.59917546, 210.26908983])
 array([149.86623805, 229.86976194]) array([383.9347588 , 215.58581399])
 array([244.85587156, 218.78329085])]","[None None None None None None None None None None None None None None
 None None array([263.93299707, 366.4813458 ])
 array([236.22316704, 136.59198213]) array([807.33348261, 345.9511658 ])
 array([554.57010415, 131.38609396]) array([559.50764589, 264.36768692])
 array([484.34958699, 171.22333809]) array([707.19240718, 260.94368895])
 array([599.42688932, 169.46399667]) array([626.2343522 , 133.41440087])
 array([671.20313516, 164.82843392]) array([626.2343522, 192.220241 ])
 array([668.41248533, 228.02429703]) None
 array([511.28114713,  94.63908484]) None None None None None None None
 None None None None None None None None None None None None None
 array([149.48057069, 220.97600553]) array([251.69753802, 261.79280651])
 array([241.9637772 , 183.15631184]) array([152.59917546, 210.26908983])
 array([149.86623805, 229.86976194]) array([383.9347588 , 215.58581399])
 array([244.85587156, 218.78329085])]",563,False
"[array([271.79520444, 210.22957632]) array([497.16621825, 166.06517152])
 array([273.62780357, 340.21418747]) array([497.16621825, 287.34626887])
 array([325.7839108 , 412.56975538]) array([861.04254695, 272.2737922 ])
 array([ 87.99702938, 384.11676535]) array([644.75698141, 252.44033798])
 None None None array([902.18358031, 191.55769955]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 array([914.15337522, 456.464903  ]) None None None
 array([859.34829269, 361.33004166]) None None None None None None None
 None]","[array([271.79520444, 210.22957632]) array([497.16621825, 166.06517152])
 array([273.62780357, 340.21418747]) array([497.16621825, 287.34626887])
 array([325.7839108 , 412.56975538]) array([861.04254695, 272.2737922 ])
 array([ 87.99702938, 384.11676535]) array([644.75698141, 252.44033798])
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None]",564,False
"[array([ 94.71939717, 186.65047318]) array([163.65550266, 138.98125126])
 array([ 97.92866431, 282.97959587]) array([166.28702702, 226.34465142])
 array([267.53887983, 335.12201451]) array([384.39386501, 194.05328979])
 array([ 37.86991595, 332.73830487]) array([208.68757026, 191.21577594])
 array([712.08230139, 488.02745814]) array([754.00045602, 142.07754464])
 None array([277.80057959, 133.95560631]) None
 array([344.70404667,  78.52604375]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([876.34161735, 268.96900081]) array([730.79785806, 330.64536789])
 array([745.40789199, 212.18852072]) array([875.12424564, 254.46284105])
 array([878.58466415, 281.24908928]) array([534.14937648, 261.62527736])
 array([738.80911046, 266.0174415 ]) None None None None None None None]","[array([ 94.71939717, 186.65047318]) array([163.65550266, 138.98125126])
 array([ 97.92866431, 282.97959587]) array([166.28702702, 226.34465142])
 array([267.53887983, 335.12201451]) array([384.39386501, 194.05328979])
 array([ 37.86991595, 332.73830487]) array([208.68757026, 191.21577594])
 array([712.08230139, 488.02745814]) array([754.00045602, 142.07754464])
 None array([277.80057959, 133.95560631]) None
 array([344.70404667,  78.52604375]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([876.34161735, 268.96900081]) array([730.79785806, 330.64536789])
 array([745.40789199, 212.18852072]) array([875.12424564, 254.46284105])
 array([878.58466415, 281.24908928]) array([534.14937648, 261.62527736])
 array([738.80911046, 266.0174415 ]) None None None None None None None]",565,False
"[None None None None None None None None None None None None None None
 None None None None None array([514.48919129, 204.90528166]) None
 array([548.13063495, 270.24409676]) None
 array([725.15773007, 255.27188251]) array([847.57675433, 184.2199509 ])
 None array([846.04272819, 284.1730487 ]) None None
 array([297.63304155, 153.05934776]) None None None None None None None
 None None None None None None None None None None None None None
 array([174.85188911, 383.79049055]) array([494.7731859 , 426.66311541])
 array([186.11262001, 317.87694334]) array([148.21469325, 370.25582527])
 array([216.50590195, 396.3954667 ]) array([545.13747862, 345.48687012])
 array([328.29299451, 367.91801258])]","[None None None None None None None None None None None None None None
 None None None None None array([514.48919129, 204.90528166]) None
 array([548.13063495, 270.24409676]) None
 array([725.15773007, 255.27188251]) array([847.57675433, 184.2199509 ])
 None array([846.04272819, 284.1730487 ]) None None
 array([297.63304155, 153.05934776]) None None None None None None None
 None None None None None None None None None None None None None
 array([174.85188911, 383.79049055]) array([494.7731859 , 426.66311541])
 array([186.11262001, 317.87694334]) array([148.21469325, 370.25582527])
 array([216.50590195, 396.3954667 ]) array([545.13747862, 345.48687012])
 array([328.29299451, 367.91801258])]",566,False
"[None None None None None None None None None None None None None None
 None None array([252.56705074, 371.21925424])
 array([225.36148162, 149.53724767]) array([774.48203931, 350.05569957])
 array([531.72948654, 144.22969959]) array([537.39843223, 271.94955538])
 array([464.52604574, 182.90660331]) array([678.07926763, 268.31733408])
 array([574.5352217 , 180.52399658]) array([601.46962189, 146.74778528])
 array([644.21935846, 176.4255801 ]) array([600.03581541, 202.1455414 ])
 array([641.49523453, 237.29831859]) None
 array([490.66404691, 109.4109713 ]) None None None None None None None
 None None None None None None None None None None None None None
 array([142.99630875, 231.33594847]) array([240.52757765, 271.20567693])
 array([230.99645379, 194.88621439]) array([146.68763372, 222.06926376])
 array([144.6026465 , 238.77358333]) array([368.08813075, 225.65841699])
 array([234.5471157 , 229.02674601])]","[None None None None None None None None None None None None None None
 None None array([252.56705074, 371.21925424])
 array([225.36148162, 149.53724767]) array([774.48203931, 350.05569957])
 array([531.72948654, 144.22969959]) array([537.39843223, 271.94955538])
 array([464.52604574, 182.90660331]) array([678.07926763, 268.31733408])
 array([574.5352217 , 180.52399658]) array([601.46962189, 146.74778528])
 array([644.21935846, 176.4255801 ]) array([600.03581541, 202.1455414 ])
 array([641.49523453, 237.29831859]) None
 array([490.66404691, 109.4109713 ]) None None None None None None None
 None None None None None None None None None None None None None
 array([142.99630875, 231.33594847]) array([240.52757765, 271.20567693])
 array([230.99645379, 194.88621439]) array([146.68763372, 222.06926376])
 array([144.6026465 , 238.77358333]) array([368.08813075, 225.65841699])
 array([234.5471157 , 229.02674601])]",567,False
"[None None None None None None None None None
 array([117.08911417, 176.39343294]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None]","[None None None None None None None None None
 array([117.08911417, 176.39343294]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None]",568,False
"[None None None None None None None None
 array([ 39.41930292, 437.01150303]) array([ 54.37640934, 247.98505221])
 None None None None None array([656.35083851, 145.82232105]) None None
 None None None None None None None None None None None None None
 array([687.82418706, 245.2230795 ]) None
 array([728.30576629, 268.79389685]) None
 array([707.99428562, 227.65553374]) None
 array([821.76224947, 286.93256401]) None
 array([700.12059161, 257.40985914]) array([815.25974003, 212.48268391])
 None array([901.68167867, 248.60832878])
 array([146.62232188, 281.57936476]) array([ 48.42242725, 327.42986397])
 array([ 54.71370804, 247.23583351]) None
 array([147.37370074, 287.95800913]) None
 array([ 53.48358579, 285.64643656]) None None None None None None None]","[None None None None None None None None
 array([ 39.41930292, 437.01150303]) array([ 54.37640934, 247.98505221])
 None None None None None array([656.35083851, 145.82232105]) None None
 None None None None None None None None None None None None None
 array([687.82418706, 245.2230795 ]) None
 array([728.30576629, 268.79389685]) None
 array([707.99428562, 227.65553374]) None
 array([821.76224947, 286.93256401]) None
 array([700.12059161, 257.40985914]) array([815.25974003, 212.48268391])
 None array([901.68167867, 248.60832878])
 array([146.62232188, 281.57936476]) array([ 48.42242725, 327.42986397])
 array([ 54.71370804, 247.23583351]) None
 array([147.37370074, 287.95800913]) None
 array([ 53.48358579, 285.64643656]) None None None None None None None]",569,False
"[array([249.60321332, 218.09046651]) array([463.24216642, 176.23594393])
 array([251.80122014, 340.6952632 ]) array([463.24216642, 290.58593753])
 array([301.27477405, 408.73144391]) array([807.12544127, 275.36301659])
 array([ 75.24821643, 382.53650596]) array([601.70218391, 257.77234001])
 None None None array([846.10729357, 199.85084726]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 array([857.99499911, 447.87923133]) None None None
 array([805.89739617, 359.0024815 ]) None None None None None None None
 None]","[array([249.60321332, 218.09046651]) array([463.24216642, 176.23594393])
 array([251.80122014, 340.6952632 ]) array([463.24216642, 290.58593753])
 array([301.27477405, 408.73144391]) None
 array([ 75.24821643, 382.53650596]) array([601.70218391, 257.77234001])
 None None None array([846.10729357, 199.85084726]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None]",570,False
"[array([183.17799129, 194.53694583]) array([241.68620567, 153.45688428])
 array([185.58925918, 277.00971775]) array([244.18226033, 228.0666212 ])
 array([329.2601832 , 322.24908269]) array([429.70094977, 200.55764986])
 array([135.17960241, 319.11721608]) array([279.55903578, 198.51618169])
 array([712.79754052, 454.77116954]) array([749.76507283, 156.76934027])
 None array([339.18763214, 148.70804605]) None
 array([396.10235618, 101.16682476]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([859.71343729, 265.90454697]) array([729.11346052, 319.31412454])
 array([742.17710243, 217.12154463]) array([854.1809898 , 253.62338486])
 array([857.1807462 , 277.24642442]) array([558.05505236, 258.81293838])
 array([737.33478369, 263.027579  ]) None None None None None None None]","[array([183.17799129, 194.53694583]) array([241.68620567, 153.45688428])
 array([185.58925918, 277.00971775]) array([244.18226033, 228.0666212 ])
 array([329.2601832 , 322.24908269]) array([429.70094977, 200.55764986])
 array([135.17960241, 319.11721608]) array([279.55903578, 198.51618169])
 array([712.79754052, 454.77116954]) array([749.76507283, 156.76934027])
 None array([339.18763214, 148.70804605]) None
 array([396.10235618, 101.16682476]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([859.71343729, 265.90454697]) array([729.11346052, 319.31412454])
 array([742.17710243, 217.12154463]) array([854.1809898 , 253.62338486])
 array([857.1807462 , 277.24642442]) None
 array([737.33478369, 263.027579  ]) None None None None None None None]",571,False
"[None None None None None None None None None None None None None None
 None None None None None None None array([458.52283473, 362.07649633])
 None None None array([837.88299966, 171.94331907]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None]","[None None None None None None None None None None None None None None
 None None None None None None None array([458.52283473, 362.07649633])
 None None None array([837.88299966, 171.94331907]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None]",572,False
"[None None None array([549.55801738, 264.78117843]) None None None
 array([906.88745992, 175.60546479]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None]","[None None None array([549.55801738, 264.78117843]) None None None
 array([906.88745992, 175.60546479]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None]",573,False
"[array([679.70109725, 122.39038378]) array([837.01718785,  92.58481346])
 array([679.70109725, 209.1867028 ]) array([835.02546323, 174.98115324])
 array([714.99917187, 258.55976512]) None
 array([559.15773698, 235.73277532]) array([933.92250836, 153.20203471])
 array([808.36090251, 404.51291379]) None
 array([270.56019138, 299.28775965]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None]","[array([679.70109725, 122.39038378]) array([837.01718785,  92.58481346])
 array([679.70109725, 209.1867028 ]) array([835.02546323, 174.98115324])
 array([714.99917187, 258.55976512]) None
 array([559.15773698, 235.73277532]) array([933.92250836, 153.20203471])
 array([808.36090251, 404.51291379]) None
 array([270.56019138, 299.28775965]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None]",574,False
"[array([257.36995358, 198.51000224]) array([297.65269883, 169.8967699 ])
 array([259.12529203, 256.16660567]) array([298.94520028, 222.35436349])
 array([358.5337667 , 286.73082434]) array([427.63130571, 202.69001172])
 array([225.51247297, 284.70822791]) array([324.13056501, 200.96873783])
 array([623.59036703, 377.83097565]) array([648.91248726, 171.31584933])
 array([131.97054372, 364.13740052]) array([364.87080439, 166.37501573])
 None array([403.61038399, 133.48011202]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([723.09740762, 246.78956081]) array([634.87208963, 284.43480582])
 array([643.85536562, 213.20209418]) array([719.24177531, 238.73843242])
 array([721.19392937, 255.09624758]) array([517.3292289 , 242.83021324])
 array([640.07318855, 245.19202643]) None None None None None None None]","[array([257.36995358, 198.51000224]) array([297.65269883, 169.8967699 ])
 array([259.12529203, 256.16660567]) array([298.94520028, 222.35436349])
 array([358.5337667 , 286.73082434]) array([427.63130571, 202.69001172])
 array([225.51247297, 284.70822791]) array([324.13056501, 200.96873783])
 array([623.59036703, 377.83097565]) array([648.91248726, 171.31584933])
 array([131.97054372, 364.13740052]) array([364.87080439, 166.37501573])
 None array([403.61038399, 133.48011202]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([723.09740762, 246.78956081]) array([634.87208963, 284.43480582])
 array([643.85536562, 213.20209418]) array([719.24177531, 238.73843242])
 array([721.19392937, 255.09624758]) array([517.3292289 , 242.83021324])
 array([640.07318855, 245.19202643]) None None None None None None None]",575,False
"[None None None None None None None None None None
 array([807.87871582, 381.11824725]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None]","[None None None None None None None None None None
 array([807.87871582, 381.11824725]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None]",576,False
"[None None None None None None None None None None None None None None
 None None None None None None None None None
 array([274.12421443, 298.29967695]) array([719.34992831,  43.20831025])
 None array([713.5689253 , 398.76849281]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None]","[None None None None None None None None None None None None None None
 None None None None None None None None None
 array([274.12421443, 298.29967695]) array([719.34992831,  43.20831025])
 None array([713.5689253 , 398.76849281]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None]",577,False
"[None None None None None None None None None None None None None None
 None None None None None None None None None
 array([230.88348804, 295.57492848]) array([668.21156824,  46.69940941])
 None array([663.28624373, 394.12563292]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None]","[None None None None None None None None None None None None None None
 None None None None None None None None None
 array([230.88348804, 295.57492848]) array([668.21156824,  46.69940941])
 None array([663.28624373, 394.12563292]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None]",578,False
"[None None None None None array([115.2755019, 273.0116869]) None None None
 array([667.08190812, 241.4007979 ]) None
 array([148.35645882, 207.06283434]) None
 array([364.05806549, 153.28838023]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([486.94768105, 376.55228666]) array([171.50158042, 428.79800538])
 array([476.92645504, 312.38698064]) array([511.28313103, 363.76106731])
 array([447.52324515, 389.99160748]) array([119.11555003, 348.99142988])
 array([338.67978715, 365.44289777]) None None None None None None None]","[None None None None None array([115.2755019, 273.0116869]) None None None
 array([667.08190812, 241.4007979 ]) None
 array([148.35645882, 207.06283434]) None
 array([364.05806549, 153.28838023]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([486.94768105, 376.55228666]) array([171.50158042, 428.79800538])
 array([476.92645504, 312.38698064]) array([511.28313103, 363.76106731])
 array([447.52324515, 389.99160748]) array([119.11555003, 348.99142988])
 array([338.67978715, 365.44289777]) None None None None None None None]",579,False
"[None None None None array([ 45.77656755, 348.72914364])
 array([154.02789961, 219.19971161]) None None
 array([448.08952913, 469.59477722]) array([479.14621755, 170.42374319])
 None array([ 53.04857472, 166.70630631]) None
 array([113.43919808, 118.01953793]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([586.52263634, 276.81418181]) array([462.20842279, 332.73219416])
 array([473.0355661 , 230.78733453]) array([579.96845025, 264.43052931])
 array([583.20947546, 287.77413746]) array([288.18891146, 276.36805366])
 array([468.1939904 , 276.63723319]) None None None None None None None]","[None None None None array([ 45.77656755, 348.72914364])
 array([154.02789961, 219.19971161]) None None
 array([448.08952913, 469.59477722]) array([479.14621755, 170.42374319])
 None array([ 53.04857472, 166.70630631]) None
 array([113.43919808, 118.01953793]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([586.52263634, 276.81418181]) array([462.20842279, 332.73219416])
 array([473.0355661 , 230.78733453]) array([579.96845025, 264.43052931])
 array([583.20947546, 287.77413746]) array([288.18891146, 276.36805366])
 array([468.1939904 , 276.63723319]) None None None None None None None]",580,False
"[None None None None None None None None None None None None None None
 None None None array([405.284719  , 108.14495192]) None
 array([842.26980566,  76.10402957]) None
 array([867.12269108, 131.07089554]) None None None None None None None
 array([662.47359299,  34.11778605]) None None None None None None None
 None None None None None None None None None None None None None
 array([553.71382325, 219.3803881 ]) array([814.9184762 , 259.83416635])
 array([564.6785605, 166.9743955]) array([533.38572808, 208.2465595 ])
 array([586.4543388 , 230.14525304]) array([861.31324514, 193.5306447 ])
 array([678.31417557, 208.90934393])]","[None None None None None None None None None None None None None None
 None None None array([405.284719  , 108.14495192]) None
 array([842.26980566,  76.10402957]) None
 array([867.12269108, 131.07089554]) None None None None None None None
 array([662.47359299,  34.11778605]) None None None None None None None
 None None None None None None None None None None None None None
 array([553.71382325, 219.3803881 ]) array([814.9184762 , 259.83416635])
 array([564.6785605, 166.9743955]) array([533.38572808, 208.2465595 ])
 array([586.4543388 , 230.14525304]) array([861.31324514, 193.5306447 ])
 array([678.31417557, 208.90934393])]",581,False
"[None None None None None None None None None None None None None None
 None None None array([875.6181641 , 185.06835288]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None]","[None None None None None None None None None None None None None None
 None None None array([875.6181641 , 185.06835288]) None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None]",582,False
"[None None None None None array([841.01512693,  91.82431788]) None
 array([560.23813339,  69.34519806]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None array([859.51702972, 167.35544538]) None None None None None
 None None None None None None]","[None None None None None None None array([560.23813339,  69.34519806])
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None
 array([859.51702972, 167.35544538]) None None None None None None None
 None None None None]",583,False
"[None None None None None None None None None None None None None None
 None None None array([358.64673795, 224.88595095]) None
 array([704.30849951, 199.65954132]) None
 array([726.57421035, 243.95063873]) None
 array([850.08402804, 235.01105971]) array([937.58226661, 187.07987986])
 None array([934.70918968, 255.53321448]) None None
 array([561.24043185, 164.96459989]) None None None None None None None
 None None None None None None None None None None None None None
 array([478.85853765, 314.99343783]) array([690.45496111, 348.17094683])
 array([486.10077753, 272.08031488]) array([461.16570361, 305.86428765])
 array([505.37063766, 323.84578269]) array([723.97825301, 294.33967077])
 array([578.42941126, 306.60360421])]","[None None None None None None None None None None None None None None
 None None None array([358.64673795, 224.88595095]) None
 array([704.30849951, 199.65954132]) None
 array([726.57421035, 243.95063873]) None
 array([850.08402804, 235.01105971]) array([937.58226661, 187.07987986])
 None array([934.70918968, 255.53321448]) None None
 array([561.24043185, 164.96459989]) None None None None None None None
 None None None None None None None None None None None None None
 array([478.85853765, 314.99343783]) array([690.45496111, 348.17094683])
 array([486.10077753, 272.08031488]) array([461.16570361, 305.86428765])
 array([505.37063766, 323.84578269]) array([723.97825301, 294.33967077])
 array([578.42941126, 306.60360421])]",584,False
"[None None None None None None None None None None None None None None
 None array([ 52.93262955, 214.8183938 ]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None array([428.53293452, 430.17763268])
 array([806.22016581, 343.56914597]) None None None None]","[None None None None None None None None None None None None None None
 None array([ 52.93262955, 214.8183938 ]) None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None array([428.53293452, 430.17763268])
 array([806.22016581, 343.56914597]) None None None None]",585,False
"[None None None None None None None None None None None None None None
 None None array([424.8806837 , 342.12567824])
 array([406.54273108, 150.88366588]) array([892.50327325, 337.17516745])
 array([673.49604135, 149.08616482]) array([675.47594836, 262.67133429])
 array([611.90067797, 181.88560284]) array([803.85966604, 261.04577426])
 array([711.71035765, 181.90559538]) array([737.51726093, 152.58405069])
 array([776.5087357 , 180.00891542]) array([735.3114662, 202.17483  ])
 array([772.38513289, 234.01464156]) None
 array([637.61432491, 118.27003058]) None None None None None None None
 None None None None None None None None None None None None None
 array([336.17580988, 219.93660984]) array([416.94707976, 255.38571162])
 array([410.2355724 , 190.13510758]) array([340.30037063, 212.02866792])
 array([338.19490123, 226.75523357]) array([527.57216926, 218.59046566])
 array([413.01876693, 219.39615181])]","[None None None None None None None None None None None None None None
 None None array([424.8806837 , 342.12567824])
 array([406.54273108, 150.88366588]) array([892.50327325, 337.17516745])
 array([673.49604135, 149.08616482]) array([675.47594836, 262.67133429])
 array([611.90067797, 181.88560284]) array([803.85966604, 261.04577426])
 array([711.71035765, 181.90559538]) array([737.51726093, 152.58405069])
 array([776.5087357 , 180.00891542]) array([735.3114662, 202.17483  ])
 array([772.38513289, 234.01464156]) None
 array([637.61432491, 118.27003058]) None None None None None None None
 None None None None None None None None None None None None None
 array([336.17580988, 219.93660984]) array([416.94707976, 255.38571162])
 array([410.2355724 , 190.13510758]) array([340.30037063, 212.02866792])
 array([338.19490123, 226.75523357]) None
 array([413.01876693, 219.39615181])]",586,False
"[array([ 69.97783053, 151.72497843]) array([238.09322303, 118.98675518])
 array([ 73.8934783 , 246.47144316]) array([240.41113547, 205.86820998])
 array([113.46252984, 299.32174756]) array([498.85314309, 193.3307333 ])
 None array([343.28222036, 180.78439174])
 array([215.76159042, 451.04611381]) None None
 array([526.08869258, 136.20933619]) None
 array([721.73628705,  88.50313474]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([830.88870403, 292.20361302]) array([546.1959945 , 330.66863694])
 array([820.87237496, 233.60610267]) array([854.01753964, 279.99116518])
 array([793.59270246, 303.68956151]) array([502.36861238, 259.42599427])
 array([694.28627908, 278.57430291]) None None None None None None None]","[array([ 69.97783053, 151.72497843]) array([238.09322303, 118.98675518])
 array([ 73.8934783 , 246.47144316]) array([240.41113547, 205.86820998])
 array([113.46252984, 299.32174756]) array([498.85314309, 193.3307333 ])
 None None array([215.76159042, 451.04611381]) None None
 array([526.08869258, 136.20933619]) None
 array([721.73628705,  88.50313474]) None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([830.88870403, 292.20361302]) array([546.1959945 , 330.66863694])
 array([820.87237496, 233.60610267]) array([854.01753964, 279.99116518])
 array([793.59270246, 303.68956151]) array([502.36861238, 259.42599427])
 array([694.28627908, 278.57430291]) None None None None None None None]",587,False
"[None None None None array([898.93107224, 512.86965903]) None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([916.71478855, 408.48410502]) array([361.49731435, 400.3725271 ])
 None None None None None None None None None None None]","[None None None None array([898.93107224, 512.86965903]) None None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None None None None
 None None None None None None None None
 array([916.71478855, 408.48410502]) array([361.49731435, 400.3725271 ])
 None None None None None None None None None None None]",588,False
"[None None None None None None None None None None None None None None
 None None array([635.71670985, 538.5108437 ]) None None
 array([285.98858593, 192.99515038]) array([744.20381594, 368.50883531])
 array([320.10649411, 256.77969487]) array([940.9325072 , 345.32516135])
 array([492.13579925, 240.94186192]) array([605.56615389, 171.25302668])
 array([789.07607304, 205.38323261]) array([605.56615389, 267.32404   ])
 array([786.67542405, 309.44730615]) None
 array([ 67.09763394, 142.08443874]) None None None None None None None
 None None None None None None None None None None None None None None
 array([269.75382588, 411.28115254]) array([178.41728565, 380.23746732])
 None None array([316.4740974 , 330.72791593])
 array([107.89056534, 354.63887711])]","[None None None None None None None None None None None None None None
 None None array([635.71670985, 538.5108437 ]) None None
 array([285.98858593, 192.99515038]) array([744.20381594, 368.50883531])
 array([320.10649411, 256.77969487]) array([940.9325072 , 345.32516135])
 array([492.13579925, 240.94186192]) array([605.56615389, 171.25302668])
 array([789.07607304, 205.38323261]) array([605.56615389, 267.32404   ])
 array([786.67542405, 309.44730615]) None
 array([ 67.09763394, 142.08443874]) None None None None None None None
 None None None None None None None None None None None None None None
 array([269.75382588, 411.28115254]) array([178.41728565, 380.23746732])
 None None None array([107.89056534, 354.63887711])]",589,False
"[None None None None None None None None None None None None None None
 None None array([169.67492457, 370.93656753])
 array([134.34069151, 111.42583524]) array([774.4022037 , 341.68497409])
 array([493.62570171, 104.91828342]) array([501.59248647, 254.0601146 ])
 array([415.57008408, 150.12596283]) array([663.84010129, 248.45273096])
 array([544.08656892, 147.46975213]) array([573.56857552, 107.25332205])
 array([623.70660794, 142.50148784]) array([573.56857552, 172.33065426])
 array([621.01984414, 212.34425853]) None
 array([445.38470527,  64.2387358 ]) None None None None None None None
 None None None None None None None None None None None None None
 array([ 37.12771435, 207.73837158]) array([154.07142897, 253.45135096])
 array([141.71575787, 164.81752502]) array([ 40.61944324, 196.56330225])
 array([ 38.23647909, 216.79035606]) array([303.26639853, 200.30068388])
 array([145.83117689, 204.70047272])]","[None None None None None None None None None None None None None None
 None None array([169.67492457, 370.93656753])
 array([134.34069151, 111.42583524]) array([774.4022037 , 341.68497409])
 array([493.62570171, 104.91828342]) array([501.59248647, 254.0601146 ])
 array([415.57008408, 150.12596283]) array([663.84010129, 248.45273096])
 array([544.08656892, 147.46975213]) array([573.56857552, 107.25332205])
 array([623.70660794, 142.50148784]) array([573.56857552, 172.33065426])
 array([621.01984414, 212.34425853]) None
 array([445.38470527,  64.2387358 ]) None None None None None None None
 None None None None None None None None None None None None None
 array([ 37.12771435, 207.73837158]) array([154.07142897, 253.45135096])
 array([141.71575787, 164.81752502]) array([ 40.61944324, 196.56330225])
 array([ 38.23647909, 216.79035606]) array([303.26639853, 200.30068388])
 array([145.83117689, 204.70047272])]",590,False
"[None None None None None None None None
 array([120.43100539, 468.06892631]) array([146.21376733, 171.52098435])
 None None None None None array([923.17597055, 111.85748963]) None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None
 array([257.46643028, 273.1013823 ]) array([132.46573325, 331.56474503])
 array([141.10979011, 231.26463948]) array([250.27131945, 261.59046371])
 array([254.00981104, 284.22165414]) None
 array([137.15068376, 275.57570897]) None None None None None None None]","[None None None None None None None None
 array([120.43100539, 468.06892631]) array([146.21376733, 171.52098435])
 None None None None None array([923.17597055, 111.85748963]) None None
 None None None None None None None None None None None None None None
 None None None None None None None None None None None
 array([257.46643028, 273.1013823 ]) array([132.46573325, 331.56474503])
 array([141.10979011, 231.26463948]) array([250.27131945, 261.59046371])
 array([254.00981104, 284.22165414]) None
 array([137.15068376, 275.57570897]) None None None None None None None]",591,False
